trial_id,server_received_connection_time,server_computation_start_time,server_computation_end_time,server_sent_data_time,client_received_time,start_time,client_connection_finished_time,client_setup_start_time,client_setup_finished_time,client_computation_start_time,client_computation_finish_time,prediction
220,1679441678.1154473,1679441678.1154473,1679441678.5029027,1679441678.5038996,1679441678.57623,1679441678.1144867,1679441678.1154473,1679441678.1154473,1679441678.1154473,1679441678.57623,1679441680.1493063,0
221,1679441680.1512363,1679441680.1522186,1679441680.5457573,1679441680.5467596,1679441680.61837,1679441680.150303,1679441680.1512363,1679441680.1512363,1679441680.1512363,1679441680.61837,1679441682.307136,0
222,1679441682.309053,1679441682.309053,1679441682.7605612,1679441682.7615662,1679441682.8298533,1679441682.3081326,1679441682.309053,1679441682.309053,1679441682.309053,1679441682.8298533,1679441684.318941,0
223,1679441684.3210728,1679441684.3210728,1679441684.721762,1679441684.722764,1679441684.792232,1679441684.3200607,1679441684.3200607,1679441684.3200607,1679441684.3210728,1679441684.7932284,1679441686.3317358,0
224,1679441686.3337302,1679441686.3337302,1679441686.89916,1679441686.9001625,1679441686.9710965,1679441686.332733,1679441686.3337302,1679441686.3337302,1679441686.3337302,1679441686.9720933,1679441688.5606468,0
225,1679441688.5626378,1679441688.5626378,1679441688.9784598,1679441688.9794579,1679441689.045236,1679441688.5626378,1679441688.5626378,1679441688.5626378,1679441688.5626378,1679441689.045236,1679441690.5755224,0
226,1679441690.5775177,1679441690.5785143,1679441691.0296233,1679441691.032614,1679441691.1056805,1679441690.5765193,1679441690.5775177,1679441690.5775177,1679441690.5775177,1679441691.1056805,1679441692.822154,0
227,1679441692.8241549,1679441692.8241549,1679441693.2919338,1679441693.2929306,1679441693.3628874,1679441692.8232133,1679441692.8241549,1679441692.8241549,1679441692.8241549,1679441693.3628874,1679441694.9022143,0
228,1679441694.904322,1679441694.9057875,1679441695.3144038,1679441695.3154006,1679441695.3821943,1679441694.904322,1679441694.904322,1679441694.904322,1679441694.904322,1679441695.3832443,1679441696.8674455,0
229,1679441696.8694384,1679441696.8694384,1679441697.381013,1679441697.3822358,1679441697.4582806,1679441696.8684435,1679441696.8694384,1679441696.8694384,1679441696.8694384,1679441697.459593,1679441699.0455585,0
230,1679441699.048456,1679441699.048456,1679441699.5406377,1679441699.5416472,1679441699.629315,1679441699.0474617,1679441699.0474617,1679441699.0474617,1679441699.048456,1679441699.629315,1679441701.354821,0
231,1679441701.3568134,1679441701.3568134,1679441701.728152,1679441701.728152,1679441701.8061242,1679441701.3558187,1679441701.3568134,1679441701.3568134,1679441701.3568134,1679441701.8061242,1679441703.36321,0
232,1679441703.3655274,1679441703.3655274,1679441703.8090155,1679441703.810012,1679441703.9010386,1679441703.3642068,1679441703.3655274,1679441703.3655274,1679441703.3655274,1679441703.9010386,1679441705.4797997,0
233,1679441705.4817908,1679441705.4827857,1679441705.955417,1679441705.9564164,1679441706.0368462,1679441705.4807968,1679441705.4817908,1679441705.4817908,1679441705.4817908,1679441706.0368462,1679441707.615389,0
234,1679441707.6173952,1679441707.6183906,1679441708.0099804,1679441708.0109746,1679441708.0812078,1679441707.6163943,1679441707.6173952,1679441707.6173952,1679441707.6173952,1679441708.0812078,1679441709.6799293,0
235,1679441709.6829202,1679441709.6829202,1679441710.1519182,1679441710.1519182,1679441710.2197402,1679441709.681924,1679441709.681924,1679441709.681924,1679441709.6829202,1679441710.2197402,1679441711.8391068,0
236,1679441711.8411002,1679441711.8411002,1679441712.307396,1679441712.308398,1679441712.3793721,1679441711.8401039,1679441711.8411002,1679441711.8411002,1679441711.8411002,1679441712.3793721,1679441713.9074137,0
237,1679441713.9094558,1679441713.9094558,1679441714.2967954,1679441714.2977927,1679441714.3665948,1679441713.9084153,1679441713.9094558,1679441713.9094558,1679441713.9094558,1679441714.3665948,1679441715.8853796,0
238,1679441715.886661,1679441715.8879285,1679441716.2824285,1679441716.2833378,1679441716.3471186,1679441715.8853796,1679441715.886661,1679441715.886661,1679441715.886661,1679441716.3481154,1679441717.8553612,0
239,1679441717.857522,1679441717.8585246,1679441718.3503823,1679441718.351379,1679441718.4271374,1679441717.8564243,1679441717.857522,1679441717.857522,1679441717.857522,1679441718.4271374,1679441719.936798,0
240,1679441719.9387882,1679441719.9387882,1679441720.347276,1679441720.3482735,1679441720.4288106,1679441719.9377942,1679441719.9387882,1679441719.9387882,1679441719.9387882,1679441720.4288106,1679441721.9375727,0
241,1679441721.9396899,1679441721.9406857,1679441722.3379667,1679441722.3389642,1679441722.4229772,1679441721.9386854,1679441721.9396899,1679441721.9396899,1679441721.9396899,1679441722.4229772,1679441723.995129,0
242,1679441723.9971228,1679441723.9971228,1679441724.453365,1679441724.454362,1679441724.545114,1679441723.996128,1679441723.9971228,1679441723.9971228,1679441723.9971228,1679441724.545114,1679441726.1274264,0
243,1679441726.1293418,1679441726.1293418,1679441726.5349548,1679441726.5359542,1679441726.6093307,1679441726.1284258,1679441726.1284258,1679441726.1284258,1679441726.1293418,1679441726.6093307,1679441728.227304,0
244,1679441728.2283003,1679441728.2283003,1679441728.7055032,1679441728.7065973,1679441728.77839,1679441728.2283003,1679441728.2283003,1679441728.2283003,1679441728.2283003,1679441728.77839,1679441730.3377087,0
245,1679441730.3396237,1679441730.3396237,1679441730.7529173,1679441730.753914,1679441730.826948,1679441730.3387067,1679441730.3396237,1679441730.3396237,1679441730.3396237,1679441730.8279443,1679441732.517008,0
246,1679441732.5189972,1679441732.5199938,1679441732.9711,1679441732.9721868,1679441733.0665183,1679441732.5189972,1679441732.5189972,1679441732.5189972,1679441732.5199938,1679441733.0665183,1679441734.6017036,0
247,1679441734.6031466,1679441734.60415,1679441735.0716894,1679441735.072691,1679441735.135148,1679441734.6017036,1679441734.6031466,1679441734.6031466,1679441734.6031466,1679441735.135148,1679441736.6797106,0
248,1679441736.6816573,1679441736.6816573,1679441737.1099002,1679441737.1118934,1679441737.184245,1679441736.6806238,1679441736.6816573,1679441736.6816573,1679441736.6816573,1679441737.184245,1679441738.7427468,0
249,1679441738.7457352,1679441738.7457352,1679441739.2180579,1679441739.2190557,1679441739.2948048,1679441738.7447388,1679441738.7457352,1679441738.7457352,1679441738.7457352,1679441739.2948048,1679441740.899445,0
250,1679441740.9014363,1679441740.9014363,1679441741.388561,1679441741.3894794,1679441741.4827116,1679441740.9004514,1679441740.9014363,1679441740.9014363,1679441740.9014363,1679441741.4827116,1679441743.1883502,0
251,1679441743.1893458,1679441743.1903436,1679441743.5813394,1679441743.5835686,1679441743.6706073,1679441743.1893458,1679441743.1893458,1679441743.1893458,1679441743.1893458,1679441743.6706073,1679441745.2592645,0
252,1679441745.2612576,1679441745.2612576,1679441745.6876938,1679441745.6886911,1679441745.7833385,1679441745.2602603,1679441745.2602603,1679441745.2602603,1679441745.2612576,1679441745.7833385,1679441747.3332508,0
253,1679441747.3351583,1679441747.336155,1679441747.8274198,1679441747.8285098,1679441747.8915377,1679441747.3342357,1679441747.3351583,1679441747.3351583,1679441747.3351583,1679441747.8915377,1679441749.5505996,0
254,1679441749.5525923,1679441749.5525923,1679441749.9569845,1679441749.9579809,1679441750.033115,1679441749.5515964,1679441749.5525923,1679441749.5525923,1679441749.5525923,1679441750.033115,1679441751.5964684,0
255,1679441751.5988011,1679441751.5988011,1679441752.0693305,1679441752.070424,1679441752.1564043,1679441751.5974653,1679441751.5988011,1679441751.5988011,1679441751.5988011,1679441752.1564043,1679441753.6971195,0
256,1679441753.6991134,1679441753.6991134,1679441754.1925485,1679441754.1935465,1679441754.262315,1679441753.6981237,1679441753.6991134,1679441753.6991134,1679441753.6991134,1679441754.262315,1679441755.8555472,0
257,1679441755.8575764,1679441755.8575764,1679441756.2461283,1679441756.2471268,1679441756.317811,1679441755.856544,1679441755.8575764,1679441755.8575764,1679441755.8575764,1679441756.317811,1679441758.014924,0
258,1679441758.016917,1679441758.0179138,1679441758.455409,1679441758.4564054,1679441758.5261707,1679441758.0159218,1679441758.016917,1679441758.016917,1679441758.016917,1679441758.5261707,1679441760.2297432,0
259,1679441760.2316577,1679441760.2316577,1679441760.6636364,1679441760.6646323,1679441760.7422886,1679441760.2307367,1679441760.2316577,1679441760.2316577,1679441760.2316577,1679441760.7432854,1679441762.2715,0
260,1679441762.2734928,1679441762.2734928,1679441762.7094007,1679441762.7103977,1679441762.7893207,1679441762.2724977,1679441762.2734928,1679441762.2734928,1679441762.2734928,1679441762.7893207,1679441764.3837614,0
261,1679441764.385755,1679441764.385755,1679441764.8222847,1679441764.8233414,1679441764.8913975,1679441764.3847573,1679441764.3847573,1679441764.3847573,1679441764.385755,1679441764.8913975,1679441766.4456792,0
262,1679441766.4476726,1679441766.4476726,1679441766.8806229,1679441766.8816197,1679441766.9434114,1679441766.4466758,1679441766.4476726,1679441766.4476726,1679441766.4476726,1679441766.9434114,1679441768.5073273,0
263,1679441768.5092432,1679441768.5092432,1679441768.935251,1679441768.936248,1679441769.0084858,1679441768.5083215,1679441768.5092432,1679441768.5092432,1679441768.5092432,1679441769.0084858,1679441770.6030703,0
264,1679441770.604497,1679441770.604497,1679441771.072872,1679441771.0738702,1679441771.1446207,1679441770.6030703,1679441770.604497,1679441770.604497,1679441770.604497,1679441771.1446207,1679441772.6811256,0
265,1679441772.6840277,1679441772.6840277,1679441773.0534933,1679441773.0534933,1679441773.1222615,1679441772.6830363,1679441772.6840277,1679441772.6840277,1679441772.6840277,1679441773.1222615,1679441774.6095207,0
266,1679441774.6126306,1679441774.6126306,1679441775.075823,1679441775.0769129,1679441775.1519303,1679441774.610603,1679441774.6116118,1679441774.6116118,1679441774.6126306,1679441775.1529272,1679441776.6628346,0
267,1679441776.6650949,1679441776.6650949,1679441777.1378038,1679441777.1388927,1679441777.2042875,1679441776.6638317,1679441776.6650949,1679441776.6650949,1679441776.6650949,1679441777.2042875,1679441778.6971846,0
268,1679441778.6990907,1679441778.700178,1679441779.127101,1679441779.128096,1679441779.2212627,1679441778.6981828,1679441778.6990907,1679441778.6990907,1679441778.6990907,1679441779.2222593,1679441780.7952645,0
269,1679441780.7972584,1679441780.7972584,1679441781.2292378,1679441781.2292378,1679441781.295385,1679441780.79627,1679441780.7972584,1679441780.7972584,1679441780.7972584,1679441781.295385,1679441782.79676,0
270,1679441782.7986746,1679441782.7986746,1679441783.2595522,1679441783.2605488,1679441783.3319886,1679441782.7977545,1679441782.7986746,1679441782.7986746,1679441782.7986746,1679441783.3319886,1679441784.906826,0
271,1679441784.9098148,1679441784.9098148,1679441785.3117924,1679441785.3127894,1679441785.3805006,1679441784.9088197,1679441784.9098148,1679441784.9098148,1679441784.9098148,1679441785.3805006,1679441786.8679843,0
272,1679441786.8703291,1679441786.871345,1679441787.3058884,1679441787.3058884,1679441787.3790884,1679441786.868992,1679441786.8703291,1679441786.8703291,1679441786.8703291,1679441787.3790884,1679441788.8998792,0
273,1679441788.9018722,1679441788.9018722,1679441789.418474,1679441789.4194708,1679441789.4925532,1679441788.9018722,1679441788.9018722,1679441788.9018722,1679441788.9018722,1679441789.4925532,1679441791.0383747,0
274,1679441791.0408297,1679441791.0408297,1679441791.3887415,1679441791.3898406,1679441791.4519854,1679441791.0393736,1679441791.0408297,1679441791.0408297,1679441791.0408297,1679441791.4519854,1679441792.9752443,0
275,1679441792.9771626,1679441792.9781606,1679441793.3989842,1679441793.3999813,1679441793.4678435,1679441792.9761658,1679441792.9771626,1679441792.9771626,1679441792.9771626,1679441793.4678435,1679441794.9875505,0
276,1679441794.9885545,1679441794.9885545,1679441795.4258327,1679441795.4268312,1679441795.4965596,1679441794.9885545,1679441794.9885545,1679441794.9885545,1679441794.9885545,1679441795.4965596,1679441797.0265503,0
277,1679441797.028546,1679441797.028546,1679441797.420637,1679441797.4216356,1679441797.4886398,1679441797.027547,1679441797.028546,1679441797.028546,1679441797.028546,1679441797.4886398,1679441798.987837,0
278,1679441798.9893053,1679441798.9893053,1679441799.3968005,1679441799.3977973,1679441799.480609,1679441798.987837,1679441798.9893053,1679441798.9893053,1679441798.9893053,1679441799.480609,1679441801.0028698,0
279,1679441801.0047781,1679441801.0057752,1679441801.4903638,1679441801.4903638,1679441801.570076,1679441801.0038831,1679441801.0047781,1679441801.0047781,1679441801.0047781,1679441801.570076,1679441803.161842,0
280,1679441803.1639335,1679441803.1639335,1679441803.5821524,1679441803.583149,1679441803.6522872,1679441803.1629264,1679441803.1639335,1679441803.1639335,1679441803.1639335,1679441803.6522872,1679441805.1733313,0
281,1679441805.1753237,1679441805.1753237,1679441805.6200366,1679441805.621034,1679441805.688805,1679441805.1743317,1679441805.1753237,1679441805.1753237,1679441805.1753237,1679441805.688805,1679441807.1984277,0
282,1679441807.2004242,1679441807.2004242,1679441807.635797,1679441807.6367946,1679441807.711033,1679441807.1994267,1679441807.2004242,1679441807.2004242,1679441807.2004242,1679441807.711033,1679441809.3113327,0
283,1679441809.3134172,1679441809.3134172,1679441809.6862404,1679441809.6876788,1679441809.760011,1679441809.3123293,1679441809.3134172,1679441809.3134172,1679441809.3134172,1679441809.7611732,1679441811.32287,0
284,1679441811.3252788,1679441811.3252788,1679441811.7697933,1679441811.770777,1679441811.8622203,1679441811.3238668,1679441811.3252788,1679441811.3252788,1679441811.3252788,1679441811.8622203,1679441813.454739,0
285,1679441813.4567313,1679441813.4567313,1679441813.9249063,1679441813.9259028,1679441814.0052114,1679441813.455736,1679441813.4567313,1679441813.4567313,1679441813.4567313,1679441814.0052114,1679441815.5105321,0
286,1679441815.5128136,1679441815.5128136,1679441815.902269,1679441815.9033513,1679441816.0100672,1679441815.5115292,1679441815.5128136,1679441815.5128136,1679441815.5128136,1679441816.0100672,1679441817.5961483,0
287,1679441817.598241,1679441817.598241,1679441818.0629709,1679441818.0629709,1679441818.1297476,1679441817.5971653,1679441817.598241,1679441817.598241,1679441817.598241,1679441818.1297476,1679441819.6468034,0
288,1679441819.6488547,1679441819.6488547,1679441820.104535,1679441820.1065283,1679441820.1888804,1679441819.6478167,1679441819.6488547,1679441819.6488547,1679441819.6488547,1679441820.1888804,1679441821.7708082,0
289,1679441821.7731488,1679441821.7731488,1679441822.1951756,1679441822.1961737,1679441822.2639577,1679441821.7718592,1679441821.7731488,1679441821.7731488,1679441821.7731488,1679441822.2639577,1679441823.7591658,0
290,1679441823.761163,1679441823.761163,1679441824.2440648,1679441824.2450616,1679441824.3391492,1679441823.760163,1679441823.761163,1679441823.761163,1679441823.761163,1679441824.3391492,1679441825.860729,0
291,1679441825.8617258,1679441825.8617258,1679441826.2605798,1679441826.2615764,1679441826.3334215,1679441825.8617258,1679441825.8617258,1679441825.8617258,1679441825.8617258,1679441826.3334215,1679441827.9094853,0
292,1679441827.9116986,1679441827.9116986,1679441828.3305757,1679441828.3315723,1679441828.3916965,1679441827.9104822,1679441827.9116986,1679441827.9116986,1679441827.9116986,1679441828.3926933,1679441829.9041374,0
293,1679441829.90613,1679441829.90613,1679441830.3581684,1679441830.3591988,1679441830.43952,1679441829.9051337,1679441829.90613,1679441829.90613,1679441829.90613,1679441830.4405167,1679441831.9719625,0
294,1679441831.973955,1679441831.973955,1679441832.3337193,1679441832.334716,1679441832.4051816,1679441831.972959,1679441831.973955,1679441831.973955,1679441831.973955,1679441832.4051816,1679441833.8839917,0
295,1679441833.88616,1679441833.8874078,1679441834.3257682,1679441834.3268447,1679441834.3937862,1679441833.8849893,1679441833.88616,1679441833.88616,1679441833.88616,1679441834.394799,1679441835.9571912,0
296,1679441835.9591846,1679441835.9591846,1679441836.396182,1679441836.3971786,1679441836.4579766,1679441835.9581897,1679441835.9591846,1679441835.9591846,1679441835.9591846,1679441836.4579766,1679441837.9240978,0
297,1679441837.9260094,1679441837.9260094,1679441838.3399808,1679441838.3399808,1679441838.4077537,1679441837.9250944,1679441837.9260094,1679441837.9260094,1679441837.9260094,1679441838.4077537,1679441839.8934052,0
298,1679441839.8953965,1679441839.8953965,1679441840.32009,1679441840.321105,1679441840.3916829,1679441839.8944006,1679441839.8953965,1679441839.8953965,1679441839.8953965,1679441840.3916829,1679441841.9622118,0
299,1679441841.9652066,1679441841.9652066,1679441842.4192247,1679441842.4202387,1679441842.486719,1679441841.9632108,1679441841.9652066,1679441841.9652066,1679441841.9652066,1679441842.486719,1679441843.9824522,0
300,1679441843.985441,1679441843.985441,1679441844.3574193,1679441844.3584163,1679441844.4247687,1679441843.9844444,1679441843.985441,1679441843.985441,1679441843.985441,1679441844.4247687,1679441846.007303,0
301,1679441846.0083208,1679441846.0083208,1679441846.4438858,1679441846.4448826,1679441846.515645,1679441846.0083208,1679441846.0083208,1679441846.0083208,1679441846.0083208,1679441846.515645,1679441848.06619,0
302,1679441848.0681016,1679441848.069101,1679441848.4914868,1679441848.4924836,1679441848.562337,1679441848.0671034,1679441848.0681016,1679441848.0681016,1679441848.0681016,1679441848.5633538,1679441850.1627774,0
303,1679441850.164783,1679441850.1658454,1679441850.6158354,1679441850.6178298,1679441850.69357,1679441850.1637797,1679441850.164783,1679441850.164783,1679441850.164783,1679441850.69357,1679441852.2141879,0
304,1679441852.2161815,1679441852.2161815,1679441852.67369,1679441852.674687,1679441852.7709503,1679441852.2151845,1679441852.2161815,1679441852.2161815,1679441852.2161815,1679441852.7709503,1679441854.2609081,0
305,1679441854.2628071,1679441854.2628071,1679441854.614096,1679441854.6160893,1679441854.6883705,1679441854.2618895,1679441854.2628071,1679441854.2628071,1679441854.2628071,1679441854.6883705,1679441856.402151,0
306,1679441856.403159,1679441856.4041576,1679441856.785377,1679441856.785377,1679441856.8691602,1679441856.403159,1679441856.403159,1679441856.403159,1679441856.403159,1679441856.8691602,1679441858.4744327,0
307,1679441858.4768138,1679441858.4768138,1679441858.963843,1679441858.9648652,1679441859.043652,1679441858.47544,1679441858.4768138,1679441858.4768138,1679441858.4768138,1679441859.043652,1679441860.5361266,0
308,1679441860.5381188,1679441860.5381188,1679441860.9193718,1679441860.9203696,1679441860.9916112,1679441860.5371244,1679441860.5381188,1679441860.5381188,1679441860.5381188,1679441860.9916112,1679441862.577903,0
309,1679441862.5798967,1679441862.5808933,1679441862.9799466,1679441862.9809396,1679441863.0540695,1679441862.5798967,1679441862.5798967,1679441862.5798967,1679441862.5808933,1679441863.0550492,1679441864.5561693,0
310,1679441864.5581632,1679441864.5581632,1679441865.0112536,1679441865.0123944,1679441865.0828402,1679441864.5571666,1679441864.5581632,1679441864.5581632,1679441864.5581632,1679441865.0828402,1679441866.6225355,0
311,1679441866.6245322,1679441866.6255245,1679441867.0754411,1679441867.0764413,1679441867.1444082,1679441866.6235363,1679441866.6245322,1679441866.6245322,1679441866.6245322,1679441867.1444082,1679441868.6173272,0
312,1679441868.619723,1679441868.619723,1679441869.0340576,1679441869.0360508,1679441869.1013737,1679441868.6183243,1679441868.619723,1679441868.619723,1679441868.619723,1679441869.1013737,1679441870.5821278,0
313,1679441870.5851185,1679441870.5851185,1679441871.0218666,1679441871.0228748,1679441871.0949361,1679441870.583209,1679441870.5841174,1679441870.5841174,1679441870.5851185,1679441871.0959427,1679441872.5857844,0
314,1679441872.5877762,1679441872.5877762,1679441872.9767056,1679441872.9767056,1679441873.0508912,1679441872.5867817,1679441872.5877762,1679441872.5877762,1679441872.5877762,1679441873.0508912,1679441874.5887299,0
315,1679441874.590722,1679441874.590722,1679441875.0199363,1679441875.0209334,1679441875.0867188,1679441874.589727,1679441874.590722,1679441874.590722,1679441874.590722,1679441875.0867188,1679441876.624738,0
316,1679441876.6277845,1679441876.6277845,1679441877.152259,1679441877.1532557,1679441877.2210171,1679441876.6267762,1679441876.6277845,1679441876.6277845,1679441876.6277845,1679441877.2210171,1679441878.6895752,0
317,1679441878.6915636,1679441878.6915636,1679441879.0739481,1679441879.074945,1679441879.1440244,1679441878.690567,1679441878.6915636,1679441878.6915636,1679441878.6915636,1679441879.1440244,1679441880.6925411,0
318,1679441880.6945274,1679441880.6955235,1679441881.236317,1679441881.237314,1679441881.3100362,1679441880.6935353,1679441880.6945274,1679441880.6945274,1679441880.6945274,1679441881.3100362,1679441882.8115387,0
319,1679441882.8125353,1679441882.813532,1679441883.2446053,1679441883.2446053,1679441883.323268,1679441882.8125353,1679441882.8125353,1679441882.8125353,1679441882.8125353,1679441883.323268,1679441884.8064604,0
320,1679441884.8084526,1679441884.8084526,1679441885.189189,1679441885.1901863,1679441885.2598724,1679441884.8074584,1679441884.8084526,1679441884.8084526,1679441884.8084526,1679441885.2598724,1679441886.792032,0
321,1679441886.7941315,1679441886.7941315,1679441887.1928465,1679441887.1938431,1679441887.26233,1679441886.793029,1679441886.7941315,1679441886.7941315,1679441886.7941315,1679441887.26233,1679441888.809352,0
322,1679441888.810354,1679441888.8115215,1679441889.2640603,1679441889.2650774,1679441889.3539903,1679441888.810354,1679441888.810354,1679441888.810354,1679441888.8115215,1679441889.3539903,1679441890.8645873,0
323,1679441890.8665023,1679441890.8665023,1679441891.2519403,1679441891.2519403,1679441891.3177695,1679441890.8655078,1679441890.8655078,1679441890.8655078,1679441890.8665023,1679441891.3177695,1679441892.8650656,0
324,1679441892.8680563,1679441892.8690524,1679441893.334315,1679441893.3353117,1679441893.3976684,1679441892.8670592,1679441892.8680563,1679441892.8680563,1679441892.8690524,1679441893.3976684,1679441894.9056668,0
325,1679441894.9076629,1679441894.9076629,1679441895.2814353,1679441895.2824306,1679441895.3522077,1679441894.9066641,1679441894.9076629,1679441894.9076629,1679441894.9076629,1679441895.3522077,1679441896.8746264,0
326,1679441896.8765185,1679441896.8775146,1679441897.277953,1679441897.2789497,1679441897.348715,1679441896.8756068,1679441896.8765185,1679441896.8765185,1679441896.8765185,1679441897.349712,1679441898.9104168,0
327,1679441898.91241,1679441898.91241,1679441899.3690562,1679441899.3700676,1679441899.4331725,1679441898.9114134,1679441898.91241,1679441898.91241,1679441898.91241,1679441899.4331725,1679441900.929329,0
328,1679441900.9323077,1679441900.9323077,1679441901.3415291,1679441901.3425262,1679441901.4186277,1679441900.9303262,1679441900.931312,1679441900.931312,1679441900.9323077,1679441901.4186277,1679441902.9245272,0
329,1679441902.9265213,1679441902.9265213,1679441903.3585014,1679441903.3594997,1679441903.4382298,1679441902.9255242,1679441902.9265213,1679441902.9265213,1679441902.9265213,1679441903.4382298,1679441905.2164447,0
330,1679441905.2174416,1679441905.2184412,1679441905.702462,1679441905.7033813,1679441905.7746801,1679441905.2174416,1679441905.2174416,1679441905.2174416,1679441905.2174416,1679441905.7746801,1679441907.4224854,0
331,1679441907.4243946,1679441907.4243946,1679441907.8271017,1679441907.8290951,1679441907.900082,1679441907.4234765,1679441907.4243946,1679441907.4243946,1679441907.4243946,1679441907.900082,1679441909.4333463,0
332,1679441909.4353385,1679441909.4353385,1679441909.8158088,1679441909.8167925,1679441909.9142954,1679441909.4343562,1679441909.4353385,1679441909.4353385,1679441909.4353385,1679441909.9142954,1679441911.4479704,0
333,1679441911.4499605,1679441911.4499605,1679441911.9408405,1679441911.9418378,1679441912.0186608,1679441911.448968,1679441911.4499605,1679441911.4499605,1679441911.4499605,1679441912.0186608,1679441913.5711908,0
334,1679441913.5731864,1679441913.5731864,1679441913.9733512,1679441913.9743476,1679441914.0609019,1679441913.5721877,1679441913.5731864,1679441913.5731864,1679441913.5731864,1679441914.061898,1679441915.6971467,0
335,1679441915.6992083,1679441915.6992083,1679441916.1376784,1679441916.1386752,1679441916.207445,1679441915.6981437,1679441915.6992083,1679441915.6992083,1679441915.6992083,1679441916.207445,1679441917.6563294,0
336,1679441917.658433,1679441917.658433,1679441918.0704477,1679441918.071445,1679441918.1343625,1679441917.6574292,1679441917.658433,1679441917.658433,1679441917.658433,1679441918.1343625,1679441919.584049,0
337,1679441919.5870464,1679441919.5870464,1679441919.9840043,1679441919.9840043,1679441920.0567667,1679441919.5850549,1679441919.5870464,1679441919.5870464,1679441919.5870464,1679441920.0567667,1679441921.7354636,0
338,1679441921.7374558,1679441921.7374558,1679441922.1457996,1679441922.1467962,1679441922.2219996,1679441921.7364607,1679441921.7374558,1679441921.7374558,1679441921.7374558,1679441922.2219996,1679441923.7646115,0
339,1679441923.7665217,1679441923.76752,1679441924.2537627,1679441924.2548556,1679441924.3255365,1679441923.7656107,1679441923.7665217,1679441923.7665217,1679441923.7665217,1679441924.3255365,1679441925.8413393,0
340,1679441925.843333,1679441925.843333,1679441926.1891787,1679441926.190177,1679441926.2949958,1679441925.8423367,1679441925.843333,1679441925.843333,1679441925.843333,1679441926.2949958,1679441927.8577278,0
341,1679441927.8607895,1679441927.8607895,1679441928.2334888,1679441928.2334888,1679441928.3101718,1679441927.859779,1679441927.859779,1679441927.859779,1679441927.8607895,1679441928.3101718,1679441929.8410165,0
342,1679441929.8430097,1679441929.8430097,1679441930.296264,1679441930.296264,1679441930.3689263,1679441929.8420136,1679441929.8430097,1679441929.8430097,1679441929.8430097,1679441930.3689263,1679441931.956978,0
343,1679441931.9589715,1679441931.9589715,1679441932.3634107,1679441932.3634107,1679441932.4295425,1679441931.9579847,1679441931.9579847,1679441931.9579847,1679441931.9589715,1679441932.4295425,1679441933.9150267,0
344,1679441933.9170196,1679441933.9170196,1679441934.4213972,1679441934.4233913,1679441934.4979167,1679441933.9160233,1679441933.9170196,1679441933.9170196,1679441933.9170196,1679441934.4979167,1679441935.98667,0
345,1679441935.9888747,1679441935.989884,1679441936.4089942,1679441936.4100127,1679441936.486745,1679441935.987667,1679441935.9888747,1679441935.9888747,1679441935.9888747,1679441936.486745,1679441938.038036,0
346,1679441938.040274,1679441938.040274,1679441938.5090454,1679441938.5103412,1679441938.5880737,1679441938.0392709,1679441938.040274,1679441938.040274,1679441938.040274,1679441938.5890715,1679441940.1479936,0
347,1679441940.1511145,1679441940.1511145,1679441940.6778934,1679441940.678902,1679441940.7572196,1679441940.1500926,1679441940.1511145,1679441940.1511145,1679441940.1511145,1679441940.7572196,1679441942.33369,0
348,1679441942.335683,1679441942.335683,1679441942.7699215,1679441942.7709186,1679441942.8491402,1679441942.3346865,1679441942.335683,1679441942.335683,1679441942.335683,1679441942.8491402,1679441944.3725028,0
349,1679441944.374468,1679441944.3754933,1679441944.7712066,1679441944.7722712,1679441944.8439429,1679441944.373471,1679441944.374468,1679441944.374468,1679441944.374468,1679441944.8439429,1679441946.3118465,0
350,1679441946.3139412,1679441946.3139412,1679441946.798624,1679441946.799621,1679441946.8773541,1679441946.3129356,1679441946.3139412,1679441946.3139412,1679441946.3139412,1679441946.8773541,1679441948.4786124,0
351,1679441948.4809146,1679441948.4809146,1679441948.882073,1679441948.8830698,1679441948.9532263,1679441948.4796188,1679441948.4809146,1679441948.4809146,1679441948.4809146,1679441948.9532263,1679441950.565852,0
352,1679441950.5678444,1679441950.5678444,1679441950.99307,1679441950.9940667,1679441951.068812,1679441950.566923,1679441950.5678444,1679441950.5678444,1679441950.5678444,1679441951.068812,1679441952.6126645,0
353,1679441952.6146467,1679441952.6146467,1679441953.1001449,1679441953.1011415,1679441953.174773,1679441952.6136618,1679441952.6146467,1679441952.6146467,1679441952.6146467,1679441953.174773,1679441954.720849,0
354,1679441954.7228436,1679441954.7228436,1679441955.1086183,1679441955.110612,1679441955.200313,1679441954.7218466,1679441954.7228436,1679441954.7228436,1679441954.7228436,1679441955.200313,1679441956.7961802,0
355,1679441956.7981749,1679441956.7981749,1679441957.3435066,1679441957.3455083,1679441957.4172502,1679441956.7971768,1679441956.7981749,1679441956.7981749,1679441956.7981749,1679441957.4182508,1679441959.0365915,0
356,1679441959.0385854,1679441959.0385854,1679441959.5091054,1679441959.510103,1679441959.5765028,1679441959.0375888,1679441959.0385854,1679441959.0385854,1679441959.0385854,1679441959.5765028,1679441961.133371,0
357,1679441961.1353645,1679441961.1353645,1679441961.5179448,1679441961.5200853,1679441961.607336,1679441961.134368,1679441961.1353645,1679441961.1353645,1679441961.1353645,1679441961.6083348,1679441963.147704,0
