id,server_received_connection_time,prediction,server_computation_start_time,server_computation_end_time,server_sent_data_time,client_received,start_time,client_connection_finished_time
116,1679443437.035428,0,1679443437.035428,1679443437.036501,1679443437.036501,1679443437.036501,1679443437.035428,1679443437.035428
117,1679443437.0385623,0,1679443437.0385623,1679443437.0385623,1679443437.0385623,1679443437.0397196,1679443437.036501,1679443437.037557
118,1679443437.0397196,0,1679443437.0397196,1679443437.041037,1679443437.041037,1679443437.041037,1679443437.0397196,1679443437.0397196
119,1679443437.0420415,0,1679443437.0420415,1679443437.0431683,1679443437.0431683,1679443437.0431683,1679443437.041037,1679443437.0420415
120,1679443437.0431683,0,1679443437.0431683,1679443437.0441897,1679443437.0441897,1679443437.0441897,1679443437.0431683,1679443437.0431683
121,1679443437.0451968,0,1679443437.0451968,1679443437.046275,1679443437.046275,1679443437.046275,1679443437.0451968,1679443437.0451968
122,1679443437.046275,0,1679443437.046275,1679443437.0472798,1679443437.0472798,1679443437.0472798,1679443437.046275,1679443437.046275
123,1679443437.0472798,0,1679443437.0472798,1679443437.0487328,1679443437.0487328,1679443437.0487328,1679443437.0472798,1679443437.0472798
124,1679443437.0497832,0,1679443437.0497832,1679443437.0497832,1679443437.0497832,1679443437.0497832,1679443437.0487328,1679443437.0497832
125,1679443437.0512648,0,1679443437.0512648,1679443437.0512648,1679443437.0512648,1679443437.0512648,1679443437.0497832,1679443437.0512648
126,1679443437.0512648,0,1679443437.0512648,1679443437.0526798,1679443437.0526798,1679443437.0526798,1679443437.0512648,1679443437.0512648
127,1679443437.0526798,0,1679443437.0526798,1679443437.054097,1679443437.054097,1679443437.054097,1679443437.0526798,1679443437.0526798
128,1679443437.054097,0,1679443437.054097,1679443437.0554745,1679443437.0554745,1679443437.0554745,1679443437.054097,1679443437.054097
129,1679443437.0554745,0,1679443437.0554745,1679443437.056829,1679443437.056829,1679443437.056829,1679443437.0554745,1679443437.0554745
130,1679443437.056829,0,1679443437.056829,1679443437.0581312,1679443437.0581312,1679443437.0581312,1679443437.056829,1679443437.056829
131,1679443437.0581312,0,1679443437.0581312,1679443437.0594053,1679443437.0594053,1679443437.0594053,1679443437.0581312,1679443437.0581312
132,1679443437.0594053,0,1679443437.0594053,1679443437.0607848,1679443437.0607848,1679443437.0607848,1679443437.0594053,1679443437.0594053
133,1679443437.0607848,0,1679443437.0607848,1679443437.062262,1679443437.062262,1679443437.062262,1679443437.0607848,1679443437.0607848
134,1679443437.062262,0,1679443437.062262,1679443437.0632663,1679443437.0632663,1679443437.0632663,1679443437.062262,1679443437.062262
135,1679443437.0632663,0,1679443437.0632663,1679443437.0645707,1679443437.0645707,1679443437.0645707,1679443437.0632663,1679443437.0632663
136,1679443437.0645707,0,1679443437.0645707,1679443437.0659726,1679443437.0659726,1679443437.0659726,1679443437.0645707,1679443437.0645707
137,1679443437.0659726,0,1679443437.0659726,1679443437.0674517,1679443437.0674517,1679443437.0674517,1679443437.0659726,1679443437.0659726
138,1679443437.0674517,0,1679443437.0674517,1679443437.0686429,1679443437.0686429,1679443437.0686429,1679443437.0674517,1679443437.0674517
139,1679443437.0686429,0,1679443437.0686429,1679443437.0701015,1679443437.0701015,1679443437.0701015,1679443437.0686429,1679443437.0686429
140,1679443437.0701015,0,1679443437.0701015,1679443437.0715961,1679443437.0715961,1679443437.0715961,1679443437.0701015,1679443437.0701015
141,1679443437.0715961,0,1679443437.0715961,1679443437.072896,1679443437.072896,1679443437.072896,1679443437.0715961,1679443437.0715961
142,1679443437.072896,0,1679443437.072896,1679443437.0741317,1679443437.0741317,1679443437.0741317,1679443437.072896,1679443437.072896
143,1679443437.0741317,0,1679443437.0741317,1679443437.0755186,1679443437.0755186,1679443437.0755186,1679443437.0741317,1679443437.0741317
144,1679443437.0755186,0,1679443437.0755186,1679443437.0769618,1679443437.0769618,1679443437.0769618,1679443437.0755186,1679443437.0755186
145,1679443437.0779638,0,1679443437.0779638,1679443437.0799565,1679443437.0799565,1679443437.0799565,1679443437.0769618,1679443437.0779638
146,1679443437.0809534,0,1679443437.0809534,1679443437.0819497,1679443437.0819497,1679443437.0819497,1679443437.0799565,1679443437.0809534
147,1679443437.083236,0,1679443437.083236,1679443437.0842516,1679443437.0842516,1679443437.0842516,1679443437.0819497,1679443437.083236
148,1679443437.0842516,0,1679443437.0842516,1679443437.0856247,1679443437.0856247,1679443437.0856247,1679443437.0842516,1679443437.0842516
149,1679443437.0867062,0,1679443437.0867062,1679443437.0880675,1679443437.0880675,1679443437.0880675,1679443437.0856247,1679443437.0867062
150,1679443437.0880675,0,1679443437.0891578,1679443437.0891578,1679443437.0891578,1679443437.0891578,1679443437.0880675,1679443437.0880675
151,1679443437.0901592,0,1679443437.0901592,1679443437.0912163,1679443437.0912163,1679443437.0912163,1679443437.0891578,1679443437.0901592
152,1679443437.0912163,0,1679443437.0912163,1679443437.0922492,1679443437.0922492,1679443437.0922492,1679443437.0912163,1679443437.0912163
153,1679443437.0932565,0,1679443437.0932565,1679443437.0932565,1679443437.0932565,1679443437.0932565,1679443437.0922492,1679443437.0932565
154,1679443437.0945563,0,1679443437.0945563,1679443437.0945563,1679443437.0945563,1679443437.0945563,1679443437.0932565,1679443437.0945563
155,1679443437.0957572,0,1679443437.0957572,1679443437.0957572,1679443437.0957572,1679443437.0967743,1679443437.0945563,1679443437.0957572
156,1679443437.0967743,0,1679443437.0967743,1679443437.0967743,1679443437.0967743,1679443437.09796,1679443437.0967743,1679443437.0967743
157,1679443437.09796,0,1679443437.09796,1679443437.099093,1679443437.099093,1679443437.099093,1679443437.09796,1679443437.09796
158,1679443437.099093,0,1679443437.099093,1679443437.100107,1679443437.100107,1679443437.100107,1679443437.099093,1679443437.099093
159,1679443437.100107,0,1679443437.100107,1679443437.101119,1679443437.101119,1679443437.101119,1679443437.100107,1679443437.100107
160,1679443437.101119,0,1679443437.101119,1679443437.1024842,1679443437.1024842,1679443437.1024842,1679443437.101119,1679443437.101119
161,1679443437.1045194,0,1679443437.1045194,1679443437.1045194,1679443437.1045194,1679443437.1045194,1679443437.1024842,1679443437.1045194
162,1679443437.1059484,0,1679443437.1059484,1679443437.1059484,1679443437.1059484,1679443437.1059484,1679443437.1045194,1679443437.1059484
163,1679443437.1071286,0,1679443437.1071286,1679443437.1071286,1679443437.1071286,1679443437.1071286,1679443437.1059484,1679443437.1071286
164,1679443437.1085048,0,1679443437.1085048,1679443437.1085048,1679443437.1085048,1679443437.1085048,1679443437.1071286,1679443437.1085048
165,1679443437.109753,0,1679443437.109753,1679443437.109753,1679443437.109753,1679443437.109753,1679443437.1085048,1679443437.109753
166,1679443437.1109743,0,1679443437.1109743,1679443437.1109743,1679443437.1109743,1679443437.1109743,1679443437.109753,1679443437.1109743
167,1679443437.1120448,0,1679443437.1120448,1679443437.1120448,1679443437.1120448,1679443437.1120448,1679443437.1109743,1679443437.1120448
168,1679443437.1132188,0,1679443437.1132188,1679443437.1132188,1679443437.1132188,1679443437.1132188,1679443437.1120448,1679443437.1132188
169,1679443437.1142871,0,1679443437.1142871,1679443437.1142871,1679443437.1142871,1679443437.1152933,1679443437.1132188,1679443437.1142871
170,1679443437.1152933,0,1679443437.1152933,1679443437.1152933,1679443437.1152933,1679443437.1164277,1679443437.1152933,1679443437.1152933
171,1679443437.1164277,0,1679443437.1164277,1679443437.1174448,1679443437.1174448,1679443437.1174448,1679443437.1164277,1679443437.1164277
172,1679443437.1174448,0,1679443437.1174448,1679443437.1184974,1679443437.1184974,1679443437.1184974,1679443437.1174448,1679443437.1174448
173,1679443437.1195135,0,1679443437.1195135,1679443437.1215694,1679443437.1215694,1679443437.1215694,1679443437.1184974,1679443437.1195135
174,1679443437.1215694,0,1679443437.1226704,1679443437.1226704,1679443437.1226704,1679443437.1236713,1679443437.1215694,1679443437.1215694
175,1679443437.1236713,0,1679443437.1236713,1679443437.1247933,1679443437.1247933,1679443437.1247933,1679443437.1236713,1679443437.1236713
176,1679443437.1247933,0,1679443437.1247933,1679443437.1258247,1679443437.1258247,1679443437.1258247,1679443437.1247933,1679443437.1247933
177,1679443437.1258247,0,1679443437.1258247,1679443437.126844,1679443437.126844,1679443437.126844,1679443437.1258247,1679443437.1258247
178,1679443437.126844,0,1679443437.126844,1679443437.1280627,1679443437.1280627,1679443437.1280627,1679443437.126844,1679443437.126844
179,1679443437.1280627,0,1679443437.1290803,1679443437.1290803,1679443437.1290803,1679443437.1290803,1679443437.1280627,1679443437.1280627
180,1679443437.1290803,0,1679443437.1290803,1679443437.1304061,1679443437.1304061,1679443437.1304061,1679443437.1290803,1679443437.1290803
181,1679443437.1304061,0,1679443437.1304061,1679443437.1317732,1679443437.1317732,1679443437.1317732,1679443437.1304061,1679443437.1304061
182,1679443437.1317732,0,1679443437.1317732,1679443437.1327772,1679443437.1327772,1679443437.1327772,1679443437.1317732,1679443437.1317732
183,1679443437.1338353,0,1679443437.1338353,1679443437.1338353,1679443437.1338353,1679443437.1338353,1679443437.1327772,1679443437.1338353
184,1679443437.1349237,0,1679443437.1349237,1679443437.1349237,1679443437.1349237,1679443437.1349237,1679443437.1338353,1679443437.1349237
185,1679443437.1359994,0,1679443437.1359994,1679443437.1371474,1679443437.1371474,1679443437.1371474,1679443437.1349237,1679443437.1359994
186,1679443437.138142,0,1679443437.138142,1679443437.138142,1679443437.13964,1679443437.13964,1679443437.138142,1679443437.138142
187,1679443437.13964,0,1679443437.13964,1679443437.1406677,1679443437.1406677,1679443437.1406677,1679443437.13964,1679443437.13964
188,1679443437.1406677,0,1679443437.1406677,1679443437.1416833,1679443437.1416833,1679443437.1416833,1679443437.1406677,1679443437.1406677
189,1679443437.1426866,0,1679443437.1426866,1679443437.1426866,1679443437.1426866,1679443437.1426866,1679443437.1416833,1679443437.1426866
190,1679443437.1439173,0,1679443437.1439173,1679443437.1439173,1679443437.1439173,1679443437.1439173,1679443437.1426866,1679443437.1439173
191,1679443437.145085,0,1679443437.145085,1679443437.145085,1679443437.145085,1679443437.145085,1679443437.1439173,1679443437.145085
192,1679443437.1461914,0,1679443437.1461914,1679443437.1461914,1679443437.1461914,1679443437.1461914,1679443437.145085,1679443437.1461914
193,1679443437.1473122,0,1679443437.1473122,1679443437.1473122,1679443437.1473122,1679443437.1473122,1679443437.1461914,1679443437.1461914
194,1679443437.148318,0,1679443437.148318,1679443437.148318,1679443437.148318,1679443437.148318,1679443437.1473122,1679443437.148318
195,1679443437.1493886,0,1679443437.1493886,1679443437.1493886,1679443437.1493886,1679443437.1493886,1679443437.148318,1679443437.1493886
196,1679443437.1504505,0,1679443437.1504505,1679443437.1504505,1679443437.1504505,1679443437.1504505,1679443437.1493886,1679443437.1504505
197,1679443437.1504505,0,1679443437.1516404,1679443437.1516404,1679443437.1516404,1679443437.1516404,1679443437.1504505,1679443437.1504505
198,1679443437.152654,0,1679443437.152654,1679443437.1536546,1679443437.1536546,1679443437.1546469,1679443437.1516404,1679443437.152654
199,1679443437.1546469,0,1679443437.1546469,1679443437.1559708,1679443437.1559708,1679443437.1559708,1679443437.1546469,1679443437.1546469
200,1679443437.1559708,0,1679443437.1559708,1679443437.1574173,1679443437.1574173,1679443437.1574173,1679443437.1559708,1679443437.1559708
201,1679443437.1574173,0,1679443437.1574173,1679443437.1584866,1679443437.1584866,1679443437.1584866,1679443437.1574173,1679443437.1574173
202,1679443437.1597743,0,1679443437.1597743,1679443437.1597743,1679443437.1597743,1679443437.1597743,1679443437.1584866,1679443437.1584866
203,1679443437.1608005,0,1679443437.1608005,1679443437.1608005,1679443437.1608005,1679443437.1608005,1679443437.1597743,1679443437.1608005
204,1679443437.16225,0,1679443437.16225,1679443437.16225,1679443437.16225,1679443437.16225,1679443437.1608005,1679443437.16225
205,1679443437.1635911,0,1679443437.1635911,1679443437.1635911,1679443437.1635911,1679443437.1635911,1679443437.16225,1679443437.1635911
206,1679443437.1648927,0,1679443437.1648927,1679443437.1648927,1679443437.1648927,1679443437.1648927,1679443437.1635911,1679443437.1648927
207,1679443437.1662028,0,1679443437.1662028,1679443437.1662028,1679443437.1662028,1679443437.1662028,1679443437.1648927,1679443437.1662028
208,1679443437.167328,0,1679443437.167328,1679443437.167328,1679443437.167328,1679443437.167328,1679443437.1662028,1679443437.1662028
209,1679443437.167328,0,1679443437.167328,1679443437.1688273,1679443437.1688273,1679443437.1688273,1679443437.167328,1679443437.167328
210,1679443437.1688273,0,1679443437.1688273,1679443437.1712146,1679443437.1712146,1679443437.1712146,1679443437.1688273,1679443437.1688273
211,1679443437.1712146,0,1679443437.1712146,1679443437.1722176,1679443437.1722176,1679443437.1722176,1679443437.1712146,1679443437.1712146
212,1679443437.1734004,0,1679443437.1734004,1679443437.1734004,1679443437.1734004,1679443437.1744514,1679443437.1722176,1679443437.1734004
213,1679443437.1744514,0,1679443437.1744514,1679443437.1755316,1679443437.1755316,1679443437.1755316,1679443437.1744514,1679443437.1744514
214,1679443437.1755316,0,1679443437.1755316,1679443437.176541,1679443437.176541,1679443437.176541,1679443437.1755316,1679443437.1755316
215,1679443437.176541,0,1679443437.176541,1679443437.1780431,1679443437.1780431,1679443437.1780431,1679443437.176541,1679443437.176541
216,1679443437.1780431,0,1679443437.1780431,1679443437.1790643,1679443437.1790643,1679443437.1790643,1679443437.1780431,1679443437.1780431
217,1679443437.1790643,0,1679443437.1790643,1679443437.1800694,1679443437.1800694,1679443437.1800694,1679443437.1790643,1679443437.1790643
218,1679443437.1800694,0,1679443437.1800694,1679443437.1810899,1679443437.1810899,1679443437.1810899,1679443437.1800694,1679443437.1800694
219,1679443437.1810899,0,1679443437.1810899,1679443437.1823907,1679443437.1823907,1679443437.1823907,1679443437.1810899,1679443437.1810899
220,1679443437.1823907,0,1679443437.1823907,1679443437.1836886,1679443437.1836886,1679443437.1836886,1679443437.1823907,1679443437.1823907
221,1679443437.1836886,0,1679443437.1836886,1679443437.1836886,1679443437.1836886,1679443437.1848025,1679443437.1836886,1679443437.1836886
222,1679443437.1848025,0,1679443437.1848025,1679443437.185905,1679443437.185905,1679443437.185905,1679443437.1848025,1679443437.1848025
223,1679443437.185905,0,1679443437.1869092,1679443437.1881998,1679443437.1881998,1679443437.1881998,1679443437.185905,1679443437.185905
224,1679443437.1881998,0,1679443437.1881998,1679443437.1893044,1679443437.1893044,1679443437.1893044,1679443437.1881998,1679443437.1881998
225,1679443437.1904163,0,1679443437.1904163,1679443437.1904163,1679443437.1904163,1679443437.1904163,1679443437.1893044,1679443437.1904163
226,1679443437.191419,0,1679443437.191419,1679443437.191419,1679443437.191419,1679443437.191419,1679443437.191419,1679443437.191419
227,1679443437.1926994,0,1679443437.1926994,1679443437.1926994,1679443437.1926994,1679443437.1926994,1679443437.191419,1679443437.1926994
228,1679443437.1941128,0,1679443437.1941128,1679443437.1941128,1679443437.1941128,1679443437.1941128,1679443437.1926994,1679443437.1941128
229,1679443437.1953876,0,1679443437.1953876,1679443437.1953876,1679443437.1953876,1679443437.1953876,1679443437.1941128,1679443437.1953876
230,1679443437.19639,0,1679443437.19639,1679443437.19639,1679443437.19639,1679443437.19639,1679443437.1953876,1679443437.19639
231,1679443437.197398,0,1679443437.197398,1679443437.197398,1679443437.197398,1679443437.197398,1679443437.19639,1679443437.197398
232,1679443437.1986718,0,1679443437.1986718,1679443437.1986718,1679443437.1986718,1679443437.1986718,1679443437.197398,1679443437.1986718
233,1679443437.1997652,0,1679443437.1997652,1679443437.1997652,1679443437.1997652,1679443437.1997652,1679443437.1986718,1679443437.1997652
234,1679443437.200855,0,1679443437.200855,1679443437.200855,1679443437.200855,1679443437.200855,1679443437.1997652,1679443437.1997652
235,1679443437.2018936,0,1679443437.2018936,1679443437.2030048,1679443437.2030048,1679443437.2030048,1679443437.200855,1679443437.2018936
236,1679443437.204008,0,1679443437.204008,1679443437.2053297,1679443437.2053297,1679443437.2053297,1679443437.2030048,1679443437.204008
237,1679443437.2053297,0,1679443437.2053297,1679443437.2065723,1679443437.2065723,1679443437.2065723,1679443437.2053297,1679443437.2053297
238,1679443437.2065723,0,1679443437.2065723,1679443437.2079332,1679443437.2079332,1679443437.2079332,1679443437.2065723,1679443437.2065723
239,1679443437.2089467,0,1679443437.2089467,1679443437.2089467,1679443437.2089467,1679443437.2089467,1679443437.2079332,1679443437.2079332
240,1679443437.2099557,0,1679443437.2099557,1679443437.2099557,1679443437.2099557,1679443437.2099557,1679443437.2089467,1679443437.2099557
241,1679443437.2112262,0,1679443437.2112262,1679443437.2112262,1679443437.2112262,1679443437.2112262,1679443437.2099557,1679443437.2112262
242,1679443437.2123413,0,1679443437.2123413,1679443437.2123413,1679443437.2123413,1679443437.2123413,1679443437.2112262,1679443437.2123413
243,1679443437.213437,0,1679443437.213437,1679443437.213437,1679443437.213437,1679443437.213437,1679443437.2123413,1679443437.2123413
244,1679443437.2144806,0,1679443437.2144806,1679443437.2144806,1679443437.2144806,1679443437.2144806,1679443437.213437,1679443437.2144806
245,1679443437.2155595,0,1679443437.2155595,1679443437.2155595,1679443437.2155595,1679443437.21662,1679443437.2144806,1679443437.2144806
246,1679443437.21662,0,1679443437.21662,1679443437.21662,1679443437.21662,1679443437.2176616,1679443437.21662,1679443437.21662
247,1679443437.2176616,0,1679443437.2176616,1679443437.2186673,1679443437.2186673,1679443437.2186673,1679443437.2176616,1679443437.2176616
248,1679443437.2186673,0,1679443437.2186673,1679443437.21988,1679443437.21988,1679443437.22091,1679443437.2186673,1679443437.2186673
249,1679443437.22091,0,1679443437.22091,1679443437.221898,1679443437.221898,1679443437.221898,1679443437.22091,1679443437.22091
250,1679443437.2228942,0,1679443437.2228942,1679443437.2238908,1679443437.2238908,1679443437.2238908,1679443437.221898,1679443437.2228942
251,1679443437.2248874,0,1679443437.2248874,1679443437.2248874,1679443437.2248874,1679443437.2248874,1679443437.2238908,1679443437.2248874
252,1679443437.225884,0,1679443437.225884,1679443437.225884,1679443437.225884,1679443437.2268806,1679443437.2248874,1679443437.225884
253,1679443437.2268806,0,1679443437.2268806,1679443437.2278774,1679443437.2278774,1679443437.2278774,1679443437.2268806,1679443437.2268806
254,1679443437.228874,0,1679443437.228874,1679443437.228874,1679443437.228874,1679443437.228874,1679443437.2278774,1679443437.228874
255,1679443437.2298706,0,1679443437.2298706,1679443437.2298706,1679443437.2298706,1679443437.2298706,1679443437.228874,1679443437.2298706
256,1679443437.2308674,0,1679443437.2308674,1679443437.2308674,1679443437.2308674,1679443437.2308674,1679443437.2298706,1679443437.2308674
257,1679443437.231864,0,1679443437.231864,1679443437.231864,1679443437.231864,1679443437.2328606,1679443437.2308674,1679443437.231864
258,1679443437.2328606,0,1679443437.2328606,1679443437.2328606,1679443437.2328606,1679443437.2338574,1679443437.2328606,1679443437.2328606
259,1679443437.2338574,0,1679443437.2338574,1679443437.2338574,1679443437.2338574,1679443437.2348545,1679443437.2338574,1679443437.2338574
260,1679443437.2348545,0,1679443437.2348545,1679443437.2361434,1679443437.2361434,1679443437.2361434,1679443437.2348545,1679443437.2348545
261,1679443437.2376385,0,1679443437.2376385,1679443437.238652,1679443437.238652,1679443437.238652,1679443437.2361434,1679443437.2376385
262,1679443437.238652,0,1679443437.238652,1679443437.239908,1679443437.239908,1679443437.239908,1679443437.238652,1679443437.238652
263,1679443437.2410655,0,1679443437.2410655,1679443437.2410655,1679443437.2410655,1679443437.2410655,1679443437.239908,1679443437.2410655
264,1679443437.2422342,0,1679443437.2422342,1679443437.2422342,1679443437.2422342,1679443437.2422342,1679443437.2410655,1679443437.2422342
265,1679443437.2433376,0,1679443437.2433376,1679443437.2433376,1679443437.2433376,1679443437.2433376,1679443437.2422342,1679443437.2433376
266,1679443437.2443368,0,1679443437.2443368,1679443437.2453313,1679443437.2453313,1679443437.2453313,1679443437.2443368,1679443437.2443368
267,1679443437.2453313,0,1679443437.2453313,1679443437.2463279,1679443437.2463279,1679443437.2463279,1679443437.2453313,1679443437.2453313
268,1679443437.2463279,0,1679443437.2463279,1679443437.2473261,1679443437.2473261,1679443437.2473261,1679443437.2463279,1679443437.2463279
269,1679443437.2473261,0,1679443437.2473261,1679443437.248321,1679443437.248321,1679443437.248321,1679443437.2473261,1679443437.2473261
270,1679443437.248321,0,1679443437.248321,1679443437.2493176,1679443437.2493176,1679443437.2493176,1679443437.248321,1679443437.248321
271,1679443437.2493176,0,1679443437.2493176,1679443437.2503145,1679443437.2503145,1679443437.2503145,1679443437.2493176,1679443437.2493176
272,1679443437.2503145,0,1679443437.251311,1679443437.2523186,1679443437.2523186,1679443437.2523186,1679443437.2503145,1679443437.2503145
273,1679443437.2523186,0,1679443437.2533052,1679443437.254301,1679443437.254301,1679443437.254301,1679443437.2523186,1679443437.2523186
274,1679443437.2552989,0,1679443437.2552989,1679443437.2552989,1679443437.2552989,1679443437.2552989,1679443437.254301,1679443437.2552989
275,1679443437.2562947,0,1679443437.2562947,1679443437.2573366,1679443437.2573366,1679443437.2573366,1679443437.2562947,1679443437.2562947
276,1679443437.2573366,0,1679443437.2573366,1679443437.2584996,1679443437.2584996,1679443437.2584996,1679443437.2573366,1679443437.2573366
277,1679443437.2584996,0,1679443437.2584996,1679443437.259531,1679443437.259531,1679443437.259531,1679443437.2584996,1679443437.2584996
278,1679443437.2605338,0,1679443437.2605338,1679443437.2605338,1679443437.2605338,1679443437.2605338,1679443437.259531,1679443437.2605338
279,1679443437.2617733,0,1679443437.2617733,1679443437.2617733,1679443437.2617733,1679443437.2617733,1679443437.2605338,1679443437.2617733
280,1679443437.2629395,0,1679443437.2629395,1679443437.2629395,1679443437.2629395,1679443437.264161,1679443437.2629395,1679443437.2629395
281,1679443437.264161,0,1679443437.264161,1679443437.2652533,1679443437.2652533,1679443437.2652533,1679443437.264161,1679443437.264161
282,1679443437.266271,0,1679443437.266271,1679443437.266271,1679443437.266271,1679443437.266271,1679443437.2652533,1679443437.2652533
283,1679443437.2672882,0,1679443437.2672882,1679443437.2672882,1679443437.2672882,1679443437.2672882,1679443437.266271,1679443437.2672882
284,1679443437.2684865,0,1679443437.2684865,1679443437.2684865,1679443437.2684865,1679443437.2684865,1679443437.2672882,1679443437.2684865
285,1679443437.2705815,0,1679443437.2705815,1679443437.2705815,1679443437.2705815,1679443437.2705815,1679443437.2695749,1679443437.2695749
286,1679443437.2720022,0,1679443437.2720022,1679443437.2731338,1679443437.2731338,1679443437.2731338,1679443437.2705815,1679443437.2720022
287,1679443437.2741635,0,1679443437.2741635,1679443437.2741635,1679443437.2741635,1679443437.2741635,1679443437.2731338,1679443437.2741635
288,1679443437.2753017,0,1679443437.2753017,1679443437.2753017,1679443437.2753017,1679443437.2753017,1679443437.2741635,1679443437.2753017
289,1679443437.2765863,0,1679443437.2765863,1679443437.2765863,1679443437.2765863,1679443437.2765863,1679443437.2753017,1679443437.2765863
290,1679443437.2775917,0,1679443437.2775917,1679443437.278709,1679443437.278709,1679443437.278709,1679443437.2775917,1679443437.2775917
291,1679443437.278709,0,1679443437.278709,1679443437.2797446,1679443437.2797446,1679443437.2797446,1679443437.278709,1679443437.278709
292,1679443437.2797446,0,1679443437.2797446,1679443437.280775,1679443437.280775,1679443437.280775,1679443437.2797446,1679443437.2797446
293,1679443437.280775,0,1679443437.2817802,1679443437.2817802,1679443437.2817802,1679443437.2817802,1679443437.280775,1679443437.280775
294,1679443437.2829587,0,1679443437.2829587,1679443437.2829587,1679443437.2829587,1679443437.2840078,1679443437.2817802,1679443437.2817802
295,1679443437.2840078,0,1679443437.2840078,1679443437.2851121,1679443437.2851121,1679443437.2851121,1679443437.2840078,1679443437.2840078
296,1679443437.2851121,0,1679443437.2851121,1679443437.2864947,1679443437.2864947,1679443437.2879598,1679443437.2851121,1679443437.2851121
297,1679443437.2879598,0,1679443437.2879598,1679443437.2892456,1679443437.2892456,1679443437.2892456,1679443437.2879598,1679443437.2879598
298,1679443437.2906036,0,1679443437.2906036,1679443437.2906036,1679443437.2906036,1679443437.2906036,1679443437.2892456,1679443437.2906036
299,1679443437.291918,0,1679443437.291918,1679443437.291918,1679443437.291918,1679443437.291918,1679443437.2906036,1679443437.291918
300,1679443437.2929268,0,1679443437.2929268,1679443437.293973,1679443437.293973,1679443437.293973,1679443437.291918,1679443437.2929268
301,1679443437.293973,0,1679443437.293973,1679443437.294987,1679443437.294987,1679443437.294987,1679443437.293973,1679443437.293973
302,1679443437.295995,0,1679443437.295995,1679443437.2970054,1679443437.2970054,1679443437.2970054,1679443437.294987,1679443437.295995
303,1679443437.2981675,0,1679443437.2981675,1679443437.2981675,1679443437.2981675,1679443437.2981675,1679443437.2970054,1679443437.2981675
304,1679443437.299376,0,1679443437.299376,1679443437.300478,1679443437.300478,1679443437.300478,1679443437.2981675,1679443437.299376
305,1679443437.300478,0,1679443437.300478,1679443437.3014865,1679443437.3014865,1679443437.3025007,1679443437.300478,1679443437.300478
306,1679443437.3025007,0,1679443437.3025007,1679443437.304846,1679443437.304846,1679443437.304846,1679443437.3025007,1679443437.3025007
307,1679443437.3063023,0,1679443437.3063023,1679443437.307313,1679443437.307313,1679443437.307313,1679443437.304846,1679443437.304846
308,1679443437.3083515,0,1679443437.3083515,1679443437.3083515,1679443437.3083515,1679443437.3083515,1679443437.307313,1679443437.3083515
309,1679443437.3097546,0,1679443437.3097546,1679443437.3107674,1679443437.3107674,1679443437.3107674,1679443437.3083515,1679443437.3097546
310,1679443437.3107674,0,1679443437.3107674,1679443437.3117726,1679443437.3117726,1679443437.3117726,1679443437.3107674,1679443437.3107674
311,1679443437.3117726,0,1679443437.3117726,1679443437.3131623,1679443437.3131623,1679443437.3131623,1679443437.3117726,1679443437.3117726
312,1679443437.3144777,0,1679443437.3144777,1679443437.3144777,1679443437.3144777,1679443437.3144777,1679443437.3131623,1679443437.3144777
313,1679443437.3155518,0,1679443437.3155518,1679443437.3167133,1679443437.3167133,1679443437.3167133,1679443437.3155518,1679443437.3155518
314,1679443437.3167133,0,1679443437.3167133,1679443437.318033,1679443437.318033,1679443437.318033,1679443437.3167133,1679443437.3167133
315,1679443437.319114,0,1679443437.319114,1679443437.3211107,1679443437.3211107,1679443437.3211107,1679443437.318033,1679443437.319114
316,1679443437.3211107,0,1679443437.3211107,1679443437.322496,1679443437.322496,1679443437.322496,1679443437.3211107,1679443437.3211107
317,1679443437.3234987,0,1679443437.3234987,1679443437.3234987,1679443437.3234987,1679443437.3234987,1679443437.322496,1679443437.3234987
318,1679443437.324875,0,1679443437.324875,1679443437.3258998,1679443437.3258998,1679443437.3258998,1679443437.3234987,1679443437.324875
319,1679443437.3258998,0,1679443437.3258998,1679443437.3269985,1679443437.3269985,1679443437.3269985,1679443437.3258998,1679443437.3258998
320,1679443437.3280394,0,1679443437.3280394,1679443437.3290637,1679443437.3290637,1679443437.3290637,1679443437.3269985,1679443437.3280394
321,1679443437.3290637,0,1679443437.3290637,1679443437.3300872,1679443437.3300872,1679443437.3300872,1679443437.3290637,1679443437.3290637
322,1679443437.3300872,0,1679443437.3314798,1679443437.3314798,1679443437.3314798,1679443437.3314798,1679443437.3300872,1679443437.3300872
323,1679443437.332586,0,1679443437.332586,1679443437.332586,1679443437.332586,1679443437.332586,1679443437.3314798,1679443437.332586
324,1679443437.3338485,0,1679443437.3338485,1679443437.3338485,1679443437.3338485,1679443437.3338485,1679443437.332586,1679443437.3338485
325,1679443437.3352807,0,1679443437.3352807,1679443437.3352807,1679443437.3352807,1679443437.3352807,1679443437.3338485,1679443437.3352807
326,1679443437.3374982,0,1679443437.3374982,1679443437.3385065,1679443437.3385065,1679443437.3385065,1679443437.33649,1679443437.3374982
327,1679443437.3395224,0,1679443437.3395224,1679443437.3395224,1679443437.3395224,1679443437.3395224,1679443437.3385065,1679443437.3395224
328,1679443437.340529,0,1679443437.340529,1679443437.3415425,1679443437.3415425,1679443437.3415425,1679443437.3395224,1679443437.340529
