server_computation_start_time,server_computation_end_time,server_sent_data_time,start_time,initial_network_connection_finished,client_received_time
1680553977.381629,1680553977.3821955,1680553977.3821955,1680553977.3798416,1680553977.381629,1680553977.3821955
1680553977.3821955,1680553977.3821955,1680553977.3821955,1680553977.3821955,1680553977.3821955,1680553977.3821955
1680553977.3821955,1680553977.3821955,1680553977.3821955,1680553977.3821955,1680553977.3821955,1680553977.3821955
1680553977.3821955,1680553977.3821955,1680553977.3821955,1680553977.3821955,1680553977.3821955,1680553977.3821955
1680553977.3821955,1680553977.3897638,1680553977.3897638,1680553977.3821955,1680553977.3821955,1680553977.3897638
1680553977.3897638,1680553977.391045,1680553977.391045,1680553977.3897638,1680553977.3897638,1680553977.391045
1680553977.391045,1680553977.392192,1680553977.392192,1680553977.391045,1680553977.391045,1680553977.392192
1680553977.392192,1680553977.392192,1680553977.392192,1680553977.392192,1680553977.392192,1680553977.392192
1680553977.392192,1680553977.392192,1680553977.392192,1680553977.392192,1680553977.392192,1680553977.392192
1680553977.392192,1680553977.392192,1680553977.392192,1680553977.392192,1680553977.392192,1680553977.392192
1680553977.3973184,1680553977.3978984,1680553977.3978984,1680553977.392192,1680553977.3973184,1680553977.3978984
1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984
1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984
1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984
1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984
1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984
1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984
1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984
1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984
1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984
1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984,1680553977.3978984
1680553977.4126682,1680553977.4133503,1680553977.4133503,1680553977.3978984,1680553977.3978984,1680553977.4133503
1680553977.4133503,1680553977.4133503,1680553977.4133503,1680553977.4133503,1680553977.4133503,1680553977.4133503
1680553977.4133503,1680553977.4133503,1680553977.4133503,1680553977.4133503,1680553977.4133503,1680553977.4133503
1680553977.4133503,1680553977.4133503,1680553977.4133503,1680553977.4133503,1680553977.4133503,1680553977.4133503
1680553977.4133503,1680553977.4133503,1680553977.4133503,1680553977.4133503,1680553977.4133503,1680553977.4133503
1680553977.4133503,1680553977.4238784,1680553977.4238784,1680553977.4133503,1680553977.4133503,1680553977.4238784
1680553977.4238784,1680553977.4259872,1680553977.4259872,1680553977.4238784,1680553977.4238784,1680553977.4259872
1680553977.4259872,1680553977.4259872,1680553977.4259872,1680553977.4259872,1680553977.4259872,1680553977.4259872
1680553977.4286175,1680553977.4291935,1680553977.4291935,1680553977.4259872,1680553977.4286175,1680553977.4291935
1680553977.4304187,1680553977.4316142,1680553977.4316142,1680553977.4304187,1680553977.4304187,1680553977.4316142
1680553977.4316142,1680553977.4346082,1680553977.4346082,1680553977.4316142,1680553977.4316142,1680553977.4346082
1680553977.4346082,1680553977.4346082,1680553977.4346082,1680553977.4346082,1680553977.4346082,1680553977.4346082
1680553977.4346082,1680553977.4346082,1680553977.4346082,1680553977.4346082,1680553977.4346082,1680553977.4346082
1680553977.4346082,1680553977.4346082,1680553977.4346082,1680553977.4346082,1680553977.4346082,1680553977.4346082
1680553977.4346082,1680553977.4346082,1680553977.4346082,1680553977.4346082,1680553977.4346082,1680553977.4346082
1680553977.4422574,1680553977.4422574,1680553977.4422574,1680553977.4346082,1680553977.4346082,1680553977.4422574
1680553977.4422574,1680553977.4422574,1680553977.4422574,1680553977.4422574,1680553977.4422574,1680553977.444265
1680553977.444265,1680553977.444265,1680553977.444265,1680553977.444265,1680553977.444265,1680553977.444265
1680553977.4469624,1680553977.4476237,1680553977.4476237,1680553977.444265,1680553977.4469624,1680553977.4476237
1680553977.4488118,1680553977.4488118,1680553977.4488118,1680553977.4476237,1680553977.4488118,1680553977.4488118
1680553977.4488118,1680553977.4488118,1680553977.4488118,1680553977.4488118,1680553977.4488118,1680553977.4488118
1680553977.4488118,1680553977.4488118,1680553977.4488118,1680553977.4488118,1680553977.4488118,1680553977.4488118
1680553977.4488118,1680553977.4488118,1680553977.4488118,1680553977.4488118,1680553977.4488118,1680553977.4488118
1680553977.4488118,1680553977.4488118,1680553977.4488118,1680553977.4488118,1680553977.4488118,1680553977.4488118
1680553977.4572861,1680553977.4572861,1680553977.4572861,1680553977.4488118,1680553977.4572861,1680553977.4572861
1680553977.459039,1680553977.459039,1680553977.459039,1680553977.4572861,1680553977.459039,1680553977.459039
1680553977.4605558,1680553977.4605558,1680553977.4605558,1680553977.459039,1680553977.4605558,1680553977.4605558
1680553977.4605558,1680553977.4605558,1680553977.4605558,1680553977.4605558,1680553977.4605558,1680553977.4605558
1680553977.463966,1680553977.463966,1680553977.463966,1680553977.4605558,1680553977.463966,1680553977.463966
1680553977.463966,1680553977.463966,1680553977.463966,1680553977.463966,1680553977.463966,1680553977.463966
1680553977.463966,1680553977.468395,1680553977.468395,1680553977.463966,1680553977.463966,1680553977.468395
1680553977.468395,1680553977.4692998,1680553977.4692998,1680553977.468395,1680553977.468395,1680553977.4692998
1680553977.4692998,1680553977.470871,1680553977.470871,1680553977.4692998,1680553977.4692998,1680553977.470871
1680553977.4717867,1680553977.4717867,1680553977.4717867,1680553977.470871,1680553977.470871,1680553977.4717867
1680553977.4717867,1680553977.4717867,1680553977.4717867,1680553977.4717867,1680553977.4717867,1680553977.4717867
1680553977.4717867,1680553977.4717867,1680553977.4717867,1680553977.4717867,1680553977.4717867,1680553977.4717867
1680553977.4763176,1680553977.4763176,1680553977.4763176,1680553977.4757054,1680553977.4763176,1680553977.4763176
1680553977.4763176,1680553977.4763176,1680553977.4763176,1680553977.4763176,1680553977.4763176,1680553977.4763176
1680553977.4763176,1680553977.4763176,1680553977.4763176,1680553977.4763176,1680553977.4763176,1680553977.4763176
1680553977.4763176,1680553977.4818988,1680553977.4818988,1680553977.4763176,1680553977.4763176,1680553977.4818988
1680553977.4818988,1680553977.4818988,1680553977.4818988,1680553977.4818988,1680553977.4818988,1680553977.4818988
1680553977.4818988,1680553977.4818988,1680553977.4818988,1680553977.4818988,1680553977.4818988,1680553977.4818988
1680553977.4818988,1680553977.4862652,1680553977.4862652,1680553977.4818988,1680553977.4818988,1680553977.4862652
1680553977.4862652,1680553977.4862652,1680553977.4862652,1680553977.4862652,1680553977.4862652,1680553977.4862652
1680553977.4862652,1680553977.4885755,1680553977.4885755,1680553977.4862652,1680553977.4862652,1680553977.4885755
1680553977.4895527,1680553977.4895527,1680553977.4895527,1680553977.4885755,1680553977.4895527,1680553977.4895527
1680553977.4917445,1680553977.4917445,1680553977.4917445,1680553977.4910598,1680553977.4917445,1680553977.4917445
1680553977.4917445,1680553977.4917445,1680553977.4917445,1680553977.4917445,1680553977.4917445,1680553977.4917445
1680553977.4917445,1680553977.4917445,1680553977.4917445,1680553977.4917445,1680553977.4917445,1680553977.4917445
1680553977.4917445,1680553977.4917445,1680553977.4917445,1680553977.4917445,1680553977.4917445,1680553977.4917445
1680553977.4917445,1680553977.4917445,1680553977.4917445,1680553977.4917445,1680553977.4917445,1680553977.4917445
1680553977.4917445,1680553977.4917445,1680553977.4917445,1680553977.4917445,1680553977.4917445,1680553977.4917445
1680553977.4917445,1680553977.4917445,1680553977.4917445,1680553977.4917445,1680553977.4917445,1680553977.4917445
1680553977.4917445,1680553977.4917445,1680553977.4917445,1680553977.4917445,1680553977.4917445,1680553977.4917445
1680553977.4917445,1680553977.5057764,1680553977.5057764,1680553977.4917445,1680553977.4917445,1680553977.5057764
1680553977.5057764,1680553977.5071733,1680553977.5071733,1680553977.5057764,1680553977.5057764,1680553977.5071733
1680553977.5071733,1680553977.5071733,1680553977.5071733,1680553977.5071733,1680553977.5071733,1680553977.5071733
1680553977.5096853,1680553977.5103338,1680553977.5103338,1680553977.5071733,1680553977.5096853,1680553977.5103338
1680553977.5111828,1680553977.5111828,1680553977.5111828,1680553977.5103338,1680553977.5111828,1680553977.5111828
1680553977.5111828,1680553977.5111828,1680553977.5111828,1680553977.5111828,1680553977.5111828,1680553977.5111828
1680553977.5111828,1680553977.5111828,1680553977.5111828,1680553977.5111828,1680553977.5111828,1680553977.5111828
1680553977.5162578,1680553977.5162578,1680553977.5162578,1680553977.5111828,1680553977.5162578,1680553977.5162578
1680553977.5177634,1680553977.5177634,1680553977.5177634,1680553977.5162578,1680553977.5177634,1680553977.5177634
1680553977.5177634,1680553977.5177634,1680553977.5177634,1680553977.5177634,1680553977.5177634,1680553977.5177634
1680553977.5177634,1680553977.521231,1680553977.521231,1680553977.5177634,1680553977.5177634,1680553977.521231
1680553977.521231,1680553977.521231,1680553977.521231,1680553977.521231,1680553977.521231,1680553977.5230446
1680553977.5237448,1680553977.5245807,1680553977.5245807,1680553977.5230446,1680553977.5237448,1680553977.5245807
1680553977.5245807,1680553977.5264037,1680553977.5264037,1680553977.5245807,1680553977.5245807,1680553977.5264037
1680553977.5271733,1680553977.5271733,1680553977.5271733,1680553977.5264037,1680553977.5271733,1680553977.5271733
1680553977.5284503,1680553977.5284503,1680553977.5284503,1680553977.5271733,1680553977.5271733,1680553977.5284503
1680553977.5284503,1680553977.5284503,1680553977.5284503,1680553977.5284503,1680553977.5284503,1680553977.5284503
1680553977.5284503,1680553977.5321157,1680553977.5321157,1680553977.5284503,1680553977.5284503,1680553977.5321157
1680553977.5333836,1680553977.5333836,1680553977.5333836,1680553977.5321157,1680553977.5321157,1680553977.5333836
1680553977.5333836,1680553977.5333836,1680553977.5333836,1680553977.5333836,1680553977.5333836,1680553977.5333836
1680553977.5333836,1680553977.5333836,1680553977.5333836,1680553977.5333836,1680553977.5333836,1680553977.5333836
1680553977.5333836,1680553977.5333836,1680553977.5333836,1680553977.5333836,1680553977.5333836,1680553977.5333836
1680553977.5388935,1680553977.5388935,1680553977.5388935,1680553977.5333836,1680553977.5388935,1680553977.5388935
1680553977.5388935,1680553977.5415401,1680553977.5415401,1680553977.5388935,1680553977.5388935,1680553977.5415401
1680553977.5427063,1680553977.5435758,1680553977.5435758,1680553977.5415401,1680553977.5427063,1680553977.5435758
1680553977.5435758,1680553977.5458086,1680553977.5458086,1680553977.5435758,1680553977.5435758,1680553977.5458086
1680553977.5458086,1680553977.548263,1680553977.548263,1680553977.5458086,1680553977.5458086,1680553977.548263
1680553977.548263,1680553977.548263,1680553977.548263,1680553977.548263,1680553977.548263,1680553977.548263
1680553977.548263,1680553977.548263,1680553977.548263,1680553977.548263,1680553977.548263,1680553977.548263
1680553977.548263,1680553977.5539355,1680553977.5539355,1680553977.548263,1680553977.548263,1680553977.5539355
1680553977.5549421,1680553977.5555844,1680553977.5555844,1680553977.5539355,1680553977.5549421,1680553977.5555844
1680553977.5555844,1680553977.5555844,1680553977.5555844,1680553977.5555844,1680553977.5555844,1680553977.5555844
1680553977.5555844,1680553977.559564,1680553977.559564,1680553977.5555844,1680553977.5555844,1680553977.559564
1680553977.5606003,1680553977.5606003,1680553977.5606003,1680553977.559564,1680553977.5606003,1680553977.5606003
1680553977.5606003,1680553977.5629027,1680553977.5629027,1680553977.5606003,1680553977.5606003,1680553977.5629027
1680553977.5645916,1680553977.5645916,1680553977.5645916,1680553977.5629027,1680553977.5639694,1680553977.5645916
1680553977.5645916,1680553977.5645916,1680553977.5645916,1680553977.5645916,1680553977.5645916,1680553977.5645916
1680553977.5645916,1680553977.5645916,1680553977.5645916,1680553977.5645916,1680553977.5645916,1680553977.570776
1680553977.571473,1680553977.572125,1680553977.572125,1680553977.570776,1680553977.571473,1680553977.572125
1680553977.5732179,1680553977.5732179,1680553977.5732179,1680553977.572125,1680553977.5732179,1680553977.5732179
1680553977.5751607,1680553977.5751607,1680553977.5751607,1680553977.5732179,1680553977.5751607,1680553977.5751607
1680553977.5751607,1680553977.5777953,1680553977.5777953,1680553977.5751607,1680553977.5751607,1680553977.5777953
1680553977.5777953,1680553977.5777953,1680553977.5777953,1680553977.5777953,1680553977.5777953,1680553977.5777953
1680553977.5777953,1680553977.5777953,1680553977.5777953,1680553977.5777953,1680553977.5777953,1680553977.5777953
1680553977.5817578,1680553977.5822852,1680553977.5822852,1680553977.5777953,1680553977.5817578,1680553977.5822852
1680553977.5822852,1680553977.5822852,1680553977.5822852,1680553977.5822852,1680553977.5822852,1680553977.5822852
1680553977.5822852,1680553977.587608,1680553977.587608,1680553977.5822852,1680553977.5822852,1680553977.587608
1680553977.5890532,1680553977.5890532,1680553977.5890532,1680553977.587608,1680553977.5890532,1680553977.5890532
1680553977.5890532,1680553977.5910604,1680553977.5910604,1680553977.5890532,1680553977.5890532,1680553977.5910604
1680553977.5910604,1680553977.5930517,1680553977.5930517,1680553977.5910604,1680553977.5910604,1680553977.5930517
1680553977.5930517,1680553977.5947807,1680553977.5947807,1680553977.5930517,1680553977.5930517,1680553977.5947807
